index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
583,../../../Scenario5/unit1/camera_data/image_BS1_2577_03_25_28.jpg,"[0.37220089900355524, 0.08874458869165856]",17,33
2217,../../../Scenario5/unit1/camera_data/image_BS1_9541_03_40_23.jpg,"[0.16885942406676835, 0.13311688303748784]",30,59
1957,../../../Scenario5/unit1/camera_data/image_BS1_8073_03_37_11.jpg,"[0.23624309846159053, 0.8560606058613689]",24,48
441,../../../Scenario5/unit1/camera_data/image_BS1_2057_03_24_21.jpg,"[0.044149340126973705, 0.11363636363985903]",30,60
307,../../../Scenario5/unit1/camera_data/image_BS1_1059_03_22_14.jpg,"[0.7110075737295497, 0.7932900431357468]",6,10
2298,../../../Scenario5/unit1/camera_data/image_BS1_9925_03_41_12.jpg,"[0.9534492313364129, 0.8376623374815761]",4,6
170,../../../Scenario5/unit1/camera_data/image_BS1_629_03_21_18.jpg,"[0.41060323064490056, 0.0930735929167999]",14,27
242,../../../Scenario5/unit1/camera_data/image_BS1_994_03_22_05.jpg,"[0.14244371010568532, 0.83658008646374]",28,55
2142,../../../Scenario5/unit1/camera_data/image_BS1_9465_03_40_13.jpg,"[0.7315120789783918, 0.10497835503577924]",3,4
1003,../../../Scenario5/unit1/camera_data/image_BS1_4115_03_28_44.jpg,"[0.5827466595501823, 0.8073593072903983]",10,20
767,../../../Scenario5/unit1/camera_data/image_BS1_3359_03_27_08.jpg,"[0.33673364668635786, 0.06060606053615282]",19,34
561,../../../Scenario5/unit1/camera_data/image_BS1_2555_03_25_25.jpg,"[0.45331581863588327, 0.08441558446651723]",12,23
2049,../../../Scenario5/unit1/camera_data/image_BS1_8607_03_38_21.jpg,"[0.36766486730221987, 0.07792207789810954]",15,30
1005,../../../Scenario5/unit1/camera_data/image_BS1_4117_03_28_44.jpg,"[0.6078898216310548, 0.805194805100929]",9,17
1637,../../../Scenario5/unit1/camera_data/image_BS1_6504_03_33_50.jpg,"[0.39945813920259327, 0.04004329012068795]",15,29
1788,../../../Scenario5/unit1/camera_data/image_BS1_7032_03_34_58.jpg,"[0.2474087149358704, 0.0790043289159456]",22,43
511,../../../Scenario5/unit1/camera_data/image_BS1_2505_03_25_18.jpg,"[0.6957164261788015, 0.06385281405105236]",2,2
1865,../../../Scenario5/unit1/camera_data/image_BS1_7810_03_36_38.jpg,"[0.6323351326977802, 0.11255411262202297]",2,3
1495,../../../Scenario5/unit1/camera_data/image_BS1_5932_03_32_37.jpg,"[0.3072186531453465, 0.07792207789810954]",20,39
1651,../../../Scenario5/unit1/camera_data/image_BS1_6519_03_33_52.jpg,"[0.3227150510012363, 0.03787878777742159]",20,39
2071,../../../Scenario5/unit1/camera_data/image_BS1_8629_03_38_24.jpg,"[0.18041501611935884, 0.08333333344868118]",25,49
1871,../../../Scenario5/unit1/camera_data/image_BS1_7816_03_36_39.jpg,"[0.569466964957737, 0.11147186129659267]",4,8
1462,../../../Scenario5/unit1/camera_data/image_BS1_5899_03_32_33.jpg,"[0.5763839001637132, 0.06277056272562205]",5,9
336,../../../Scenario5/unit1/camera_data/image_BS1_1270_03_22_41.jpg,"[0.5326450606470227, 0.04761904770693169]",7,13
2014,../../../Scenario5/unit1/camera_data/image_BS1_8130_03_37_19.jpg,"[0.8479095256693321, 0.7662337659980771]",2,3
124,../../../Scenario5/unit1/camera_data/image_BS1_583_03_21_12.jpg,"[0.603086964557828, 0.0790043289159456]",4,7
1606,../../../Scenario5/unit1/camera_data/image_BS1_6471_03_33_46.jpg,"[0.6223394429438481, 0.034632034723913435]",2,4
2052,../../../Scenario5/unit1/camera_data/image_BS1_8610_03_38_21.jpg,"[0.33913507522297126, 0.07792207789810954]",17,34
1600,../../../Scenario5/unit1/camera_data/image_BS1_6465_03_33_45.jpg,"[0.6756839966361601, 0.032467532534444205]",2,2
698,../../../Scenario5/unit1/camera_data/image_BS1_2868_03_26_05.jpg,"[0.5747829478011096, 0.7835497836676281]",10,20
1324,../../../Scenario5/unit1/camera_data/image_BS1_5116_03_30_52.jpg,"[0.3234129020299673, 0.804112554083093]",21,42
621,../../../Scenario5/unit1/camera_data/image_BS1_2615_03_25_32.jpg,"[0.14751339257997134, 0.11038961027875661]",28,55
2148,../../../Scenario5/unit1/camera_data/image_BS1_9471_03_40_14.jpg,"[0.6883479403131808, 0.10606060605361528]",3,5
1420,../../../Scenario5/unit1/camera_data/image_BS1_5373_03_31_25.jpg,"[0.2951294103198054, 0.0]",20,39
1302,../../../Scenario5/unit1/camera_data/image_BS1_5094_03_30_49.jpg,"[0.08357792327944298, 0.8560606058613689]",28,58
1336,../../../Scenario5/unit1/camera_data/image_BS1_5128_03_30_54.jpg,"[0.43911249769217664, 0.7835497836676281]",16,31
1805,../../../Scenario5/unit1/camera_data/image_BS1_7049_03_35_00.jpg,"[0.01666632459082161, 0.10606060605361528]",31,60
1157,../../../Scenario5/unit1/camera_data/image_BS1_4628_03_29_50.jpg,"[0.5378584183451165, 0.764069263962405]",12,22
994,../../../Scenario5/unit1/camera_data/image_BS1_4106_03_28_43.jpg,"[0.4692432421340288, 0.8192640691017833]",15,30
202,../../../Scenario5/unit1/camera_data/image_BS1_661_03_21_22.jpg,"[0.2320559922892045, 0.1093073594147177]",24,47
1115,../../../Scenario5/unit1/camera_data/image_BS1_4585_03_29_44.jpg,"[0.15098212270623768, 0.8474025974110863]",28,54
2220,../../../Scenario5/unit1/camera_data/image_BS1_9544_03_40_23.jpg,"[0.14424991277343047, 0.13636363624479314]",30,60
574,../../../Scenario5/unit1/camera_data/image_BS1_2568_03_25_26.jpg,"[0.4045072966449067, 0.08874458869165856]",15,29
725,../../../Scenario5/unit1/camera_data/image_BS1_3317_03_27_02.jpg,"[0.6672482091954705, 0.041125541138524]",2,3
1717,../../../Scenario5/unit1/camera_data/image_BS1_6823_03_34_31.jpg,"[0.3330801913015064, 0.8030303030652569]",21,42
206,../../../Scenario5/unit1/camera_data/image_BS1_665_03_21_23.jpg,"[0.2044703515931897, 0.11147186129659267]",25,49
1061,../../../Scenario5/unit1/camera_data/image_BS1_4345_03_29_13.jpg,"[0.3513679932723202, 0.08874458869165856]",17,34
376,../../../Scenario5/unit1/camera_data/image_BS1_1310_03_22_46.jpg,"[0.1592331848737583, 0.12445887443340806]",26,52
369,../../../Scenario5/unit1/camera_data/image_BS1_1303_03_22_45.jpg,"[0.23468319616293204, 0.10389610386414605]",22,44
985,../../../Scenario5/unit1/camera_data/image_BS1_4096_03_28_42.jpg,"[0.3328133659004472, 0.83658008646374]",21,42
693,../../../Scenario5/unit1/camera_data/image_BS1_2863_03_26_04.jpg,"[0.5241476981249993, 0.7911255409462776]",12,23
1708,../../../Scenario5/unit1/camera_data/image_BS1_6814_03_34_30.jpg,"[0.2221834527271078, 0.8246753246523549]",25,49
526,../../../Scenario5/unit1/camera_data/image_BS1_2520_03_25_20.jpg,"[0.6022249132879005, 0.0703463203118658]",4,7
1393,../../../Scenario5/unit1/camera_data/image_BS1_5346_03_31_22.jpg,"[0.5312698836215332, 0.01623376619032354]",7,13
332,../../../Scenario5/unit1/camera_data/image_BS1_1266_03_22_40.jpg,"[0.5680507378683024, 0.04437229434582928]",6,11
166,../../../Scenario5/unit1/camera_data/image_BS1_625_03_21_18.jpg,"[0.42745428049430734, 0.0909090908811278]",14,26
1844,../../../Scenario5/unit1/camera_data/image_BS1_7435_03_35_50.jpg,"[0.563555756245496, 0.8030303030652569]",11,21
1098,../../../Scenario5/unit1/camera_data/image_BS1_4382_03_29_18.jpg,"[0.02526631227270772, 0.1255411254512441]",31,60
349,../../../Scenario5/unit1/camera_data/image_BS1_1283_03_22_42.jpg,"[0.4231645491620586, 0.06277056272562205]",13,26
1702,../../../Scenario5/unit1/camera_data/image_BS1_6808_03_34_29.jpg,"[0.15188522404011026, 0.8387445884994121]",28,55
1241,../../../Scenario5/unit1/camera_data/image_BS1_4847_03_30_18.jpg,"[0.364586112768848, 0.10281385284631]",17,34
1173,../../../Scenario5/unit1/camera_data/image_BS1_4644_03_29_52.jpg,"[0.7047679645349157, 0.7467532466004483]",6,11
1228,../../../Scenario5/unit1/camera_data/image_BS1_4834_03_30_16.jpg,"[0.4046714968861032, 0.10064935050304365]",15,29
2081,../../../Scenario5/unit1/camera_data/image_BS1_8639_03_38_25.jpg,"[0.09521561544533975, 0.08982683970949462]",31,61
2051,../../../Scenario5/unit1/camera_data/image_BS1_8609_03_38_21.jpg,"[0.3486997393346476, 0.07792207789810954]",17,32
1888,../../../Scenario5/unit1/camera_data/image_BS1_7833_03_36_41.jpg,"[0.40834547731751114, 0.1168831168471643]",12,23
896,../../../Scenario5/unit1/camera_data/image_BS1_3871_03_28_13.jpg,"[0.5998850598326209, 0.06601731608672447]",4,7
679,../../../Scenario5/unit1/camera_data/image_BS1_2849_03_26_02.jpg,"[0.4366905441235907, 0.8030303030652569]",15,29
2040,../../../Scenario5/unit1/camera_data/image_BS1_8597_03_38_20.jpg,"[0.4508528150033522, 0.07792207789810954]",11,22
103,../../../Scenario5/unit1/camera_data/image_BS1_364_03_20_44.jpg,"[0.8347119312047768, 0.8181818179301501]",2,3
1731,../../../Scenario5/unit1/camera_data/image_BS1_6837_03_34_33.jpg,"[0.5130641817640257, 0.764069263962405]",14,27
1543,../../../Scenario5/unit1/camera_data/image_BS1_6238_03_33_16.jpg,"[0.2134603148533864, 0.8722943720516924]",25,49
1027,../../../Scenario5/unit1/camera_data/image_BS1_4310_03_29_09.jpg,"[0.6703269637288424, 0.057359307482644666]",2,2
878,../../../Scenario5/unit1/camera_data/image_BS1_3668_03_27_47.jpg,"[0.7582767184538404, 0.7575757573939973]",4,6
1272,../../../Scenario5/unit1/camera_data/image_BS1_4878_03_30_22.jpg,"[0.2429958334263703, 0.10389610386414605]",23,45
2122,../../../Scenario5/unit1/camera_data/image_BS1_9303_03_39_52.jpg,"[0.7401941667881681, 0.8831168828452415]",8,14
639,../../../Scenario5/unit1/camera_data/image_BS1_2807_03_25_57.jpg,"[0.051723076297735864, 0.8906926404314852]",30,58
731,../../../Scenario5/unit1/camera_data/image_BS1_3323_03_27_03.jpg,"[0.6158124833161824, 0.04653679668909564]",3,6
2029,../../../Scenario5/unit1/camera_data/image_BS1_8586_03_38_18.jpg,"[0.5483672338400266, 0.07792207789810954]",6,12
440,../../../Scenario5/unit1/camera_data/image_BS1_2056_03_24_21.jpg,"[0.05558178198772891, 0.11038961027875661]",30,60
77,../../../Scenario5/unit1/camera_data/image_BS1_338_03_20_41.jpg,"[0.571232117561537, 0.8344155842742709]",11,20
191,../../../Scenario5/unit1/camera_data/image_BS1_650_03_21_21.jpg,"[0.3017179450288048, 0.10173160182847395]",20,39
207,../../../Scenario5/unit1/camera_data/image_BS1_666_03_21_23.jpg,"[0.19747131627390715, 0.11255411262202297]",26,52
1963,../../../Scenario5/unit1/camera_data/image_BS1_8079_03_37_12.jpg,"[0.28761724923037696, 0.8452380950678199]",22,43
1958,../../../Scenario5/unit1/camera_data/image_BS1_8074_03_37_12.jpg,"[0.2440426099694668, 0.8549783548435328]",24,46
1454,../../../Scenario5/unit1/camera_data/image_BS1_5890_03_32_31.jpg,"[0.646107428013815, 0.057359307482644666]",2,4
2145,../../../Scenario5/unit1/camera_data/image_BS1_9468_03_40_13.jpg,"[0.7093655713175849, 0.10497835503577924]",4,7
1946,../../../Scenario5/unit1/camera_data/image_BS1_8062_03_37_10.jpg,"[0.14913486997454745, 0.8733766233771227]",27,54
1477,../../../Scenario5/unit1/camera_data/image_BS1_5914_03_32_35.jpg,"[0.45352106894102484, 0.07251082250133503]",11,21
1044,../../../Scenario5/unit1/camera_data/image_BS1_4328_03_29_11.jpg,"[0.5063319718458024, 0.06818181796859943]",9,17
901,../../../Scenario5/unit1/camera_data/image_BS1_3876_03_28_13.jpg,"[0.5594097001224712, 0.0703463203118658]",6,11
1642,../../../Scenario5/unit1/camera_data/image_BS1_6509_03_33_51.jpg,"[0.37415077688052434, 0.03896103879525764]",17,32
862,../../../Scenario5/unit1/camera_data/image_BS1_3650_03_27_45.jpg,"[0.5405471973001778, 0.7467532466004483]",12,22
330,../../../Scenario5/unit1/camera_data/image_BS1_1264_03_22_40.jpg,"[0.5862359146938374, 0.04220779231015718]",4,7
704,../../../Scenario5/unit1/camera_data/image_BS1_2874_03_26_06.jpg,"[0.6497198333347214, 0.773809523738118]",7,14
1663,../../../Scenario5/unit1/camera_data/image_BS1_6531_03_33_54.jpg,"[0.2581227807359221, 0.03679653675958554]",23,45
1091,../../../Scenario5/unit1/camera_data/image_BS1_4375_03_29_17.jpg,"[0.08517887564204656, 0.11904761919043066]",29,57
496,../../../Scenario5/unit1/camera_data/image_BS1_2303_03_24_53.jpg,"[0.6865006875814906, 0.7683982683413435]",6,11
88,../../../Scenario5/unit1/camera_data/image_BS1_349_03_20_42.jpg,"[0.6750066706394017, 0.8235930734807217]",6,11
426,../../../Scenario5/unit1/camera_data/image_BS1_2042_03_24_19.jpg,"[0.23082449047293901, 0.08441558446651723]",23,45
920,../../../Scenario5/unit1/camera_data/image_BS1_3896_03_28_16.jpg,"[0.4046509718541306, 0.08982683970949462]",14,27
1158,../../../Scenario5/unit1/camera_data/image_BS1_4629_03_29_50.jpg,"[0.547279407232985, 0.7629870129445689]",11,21
1482,../../../Scenario5/unit1/camera_data/image_BS1_5919_03_32_35.jpg,"[0.4139077605153866, 0.07359307351917108]",13,26
201,../../../Scenario5/unit1/camera_data/image_BS1_660_03_21_22.jpg,"[0.23882925227137294, 0.1093073594147177]",24,46
2006,../../../Scenario5/unit1/camera_data/image_BS1_8122_03_37_18.jpg,"[0.7523449847096269, 0.7673160173235074]",4,7
586,../../../Scenario5/unit1/camera_data/image_BS1_2580_03_25_28.jpg,"[0.3608710822880789, 0.08874458869165856]",18,32
390,../../../Scenario5/unit1/camera_data/image_BS1_2006_03_24_15.jpg,"[0.6607828246491385, 0.050865800914236974]",2,2
2135,../../../Scenario5/unit1/camera_data/image_BS1_9317_03_39_54.jpg,"[0.9480100983157889, 0.8820346318274054]",3,5
1119,../../../Scenario5/unit1/camera_data/image_BS1_4589_03_29_45.jpg,"[0.18509472301533428, 0.83658008646374]",26,52
465,../../../Scenario5/unit1/camera_data/image_BS1_2269_03_24_48.jpg,"[0.2803719135565917, 0.8127705625333757]",23,45
1153,../../../Scenario5/unit1/camera_data/image_BS1_4624_03_29_49.jpg,"[0.5007286385693979, 0.7705627705308127]",14,26
407,../../../Scenario5/unit1/camera_data/image_BS1_2023_03_24_17.jpg,"[0.44935448780061144, 0.06385281405105236]",11,21
850,../../../Scenario5/unit1/camera_data/image_BS1_3638_03_27_43.jpg,"[0.4121015578476414, 0.754329004186692]",17,34
304,../../../Scenario5/unit1/camera_data/image_BS1_1056_03_22_13.jpg,"[0.6820878060719905, 0.7932900431357468]",6,11
1517,../../../Scenario5/unit1/camera_data/image_BS1_5956_03_32_40.jpg,"[0.09234211120252557, 0.09632034643169944]",29,57
404,../../../Scenario5/unit1/camera_data/image_BS1_2020_03_24_17.jpg,"[0.4837133884787947, 0.061688311707786]",9,17
227,../../../Scenario5/unit1/camera_data/image_BS1_686_03_21_25.jpg,"[0.04681759406464632, 0.13961038960589553]",31,61
2107,../../../Scenario5/unit1/camera_data/image_BS1_9287_03_39_50.jpg,"[0.5136799326794503, 0.8961038959820569]",16,31
1267,../../../Scenario5/unit1/camera_data/image_BS1_4873_03_30_21.jpg,"[0.2698630980470977, 0.10389610386414605]",22,43
1197,../../../Scenario5/unit1/camera_data/image_BS1_4802_03_30_12.jpg,"[0.5570287966178303, 0.08766233767382252]",6,10
858,../../../Scenario5/unit1/camera_data/image_BS1_3646_03_27_44.jpg,"[0.4955973809991942, 0.7467532466004483]",14,27
761,../../../Scenario5/unit1/camera_data/image_BS1_3353_03_27_07.jpg,"[0.37786580734670955, 0.06060606053615282]",15,29
1033,../../../Scenario5/unit1/camera_data/image_BS1_4316_03_29_10.jpg,"[0.6137805053259071, 0.06060606053615282]",3,6
624,../../../Scenario5/unit1/camera_data/image_BS1_2618_03_25_33.jpg,"[0.12692678721782294, 0.11255411262202297]",28,55
371,../../../Scenario5/unit1/camera_data/image_BS1_1305_03_22_45.jpg,"[0.21343978982141384, 0.1093073594147177]",25,49
182,../../../Scenario5/unit1/camera_data/image_BS1_641_03_21_20.jpg,"[0.35225056957422024, 0.09632034643169944]",18,34
298,../../../Scenario5/unit1/camera_data/image_BS1_1050_03_22_12.jpg,"[0.6259928983432835, 0.7932900431357468]",8,14
415,../../../Scenario5/unit1/camera_data/image_BS1_2031_03_24_18.jpg,"[0.3578128527720957, 0.07142857132970185]",16,31
281,../../../Scenario5/unit1/camera_data/image_BS1_1033_03_22_10.jpg,"[0.4751544508462697, 0.7997835497041546]",15,29
859,../../../Scenario5/unit1/camera_data/image_BS1_3647_03_27_44.jpg,"[0.5066193222642502, 0.7467532466004483]",13,26
919,../../../Scenario5/unit1/camera_data/image_BS1_3895_03_28_16.jpg,"[0.41372303524221754, 0.08874458869165856]",14,26
1273,../../../Scenario5/unit1/camera_data/image_BS1_4879_03_30_22.jpg,"[0.23694094949032152, 0.10389610386414605]",23,45
271,../../../Scenario5/unit1/camera_data/image_BS1_1023_03_22_09.jpg,"[0.3906939512795107, 0.8084415583082343]",19,37
1735,../../../Scenario5/unit1/camera_data/image_BS1_6841_03_34_33.jpg,"[0.5627347550395136, 0.754329004186692]",11,21
1858,../../../Scenario5/unit1/camera_data/image_BS1_7452_03_35_52.jpg,"[0.8315716015609034, 0.7889610389106055]",2,3
326,../../../Scenario5/unit1/camera_data/image_BS1_1260_03_22_40.jpg,"[0.6232835943416658, 0.041125541138524]",2,4
1168,../../../Scenario5/unit1/camera_data/image_BS1_4639_03_29_51.jpg,"[0.6510950103602109, 0.7510822511331839]",7,14
1359,../../../Scenario5/unit1/camera_data/image_BS1_5152_03_30_57.jpg,"[0.6633689784735048, 0.7510822511331839]",7,13
703,../../../Scenario5/unit1/camera_data/image_BS1_2873_03_26_05.jpg,"[0.6365838139660838, 0.774891774755954]",9,17
1536,../../../Scenario5/unit1/camera_data/image_BS1_6230_03_33_15.jpg,"[0.1293487407864089, 0.8885281383958131]",28,55
1308,../../../Scenario5/unit1/camera_data/image_BS1_5100_03_30_50.jpg,"[0.14739024240271995, 0.8376623374815761]",26,51
956,../../../Scenario5/unit1/camera_data/image_BS1_3932_03_28_21.jpg,"[0.0490753473920358, 0.11904761919043066]",30,60
1801,../../../Scenario5/unit1/camera_data/image_BS1_7045_03_35_00.jpg,"[0.06820467560080454, 0.09523809526006626]",30,59
758,../../../Scenario5/unit1/camera_data/image_BS1_3350_03_27_07.jpg,"[0.3992323638654791, 0.06060606053615282]",14,27
762,../../../Scenario5/unit1/camera_data/image_BS1_3354_03_27_07.jpg,"[0.3708257219634819, 0.06060606053615282]",15,30
903,../../../Scenario5/unit1/camera_data/image_BS1_3878_03_28_14.jpg,"[0.5439133022665813, 0.07251082250133503]",7,13
726,../../../Scenario5/unit1/camera_data/image_BS1_3318_03_27_02.jpg,"[0.6585661213856941, 0.04220779231015718]",2,3
1163,../../../Scenario5/unit1/camera_data/image_BS1_4634_03_29_51.jpg,"[0.5950206276488925, 0.7575757573939973]",9,17
1545,../../../Scenario5/unit1/camera_data/image_BS1_6240_03_33_16.jpg,"[0.2342726955526489, 0.8690476189981843]",24,46
522,../../../Scenario5/unit1/camera_data/image_BS1_2516_03_25_20.jpg,"[0.6275733256739146, 0.06926406929402974]",3,6
342,../../../Scenario5/unit1/camera_data/image_BS1_1276_03_22_42.jpg,"[0.481373535023515, 0.053030303103706204]",9,17
269,../../../Scenario5/unit1/camera_data/image_BS1_1021_03_22_09.jpg,"[0.3740481517206616, 0.8106060606515006]",19,37
1862,../../../Scenario5/unit1/camera_data/image_BS1_7807_03_36_37.jpg,"[0.6651751811266661, 0.11363636363985903]",2,2
55,../../../Scenario5/unit1/camera_data/image_BS1_315_03_20_38.jpg,"[0.4042404712584314, 0.8690476189981843]",18,34
1408,../../../Scenario5/unit1/camera_data/image_BS1_5361_03_31_24.jpg,"[0.40313211961941725, 0.0075757575862437435]",14,27
1797,../../../Scenario5/unit1/camera_data/image_BS1_7041_03_34_59.jpg,"[0.12083085323241298, 0.08874458869165856]",27,54
1530,../../../Scenario5/unit1/camera_data/image_BS1_6224_03_33_14.jpg,"[0.06555694669510446, 0.9047619045861366]",30,59
1589,../../../Scenario5/unit1/camera_data/image_BS1_6285_03_33_22.jpg,"[0.7296443012293129, 0.8030303030652569]",4,8
2129,../../../Scenario5/unit1/camera_data/image_BS1_9311_03_39_53.jpg,"[0.856612138496497, 0.8809523808095693]",4,7
2037,../../../Scenario5/unit1/camera_data/image_BS1_8594_03_38_19.jpg,"[0.47554442642458034, 0.07575757586243743]",9,17
141,../../../Scenario5/unit1/camera_data/image_BS1_600_03_21_14.jpg,"[0.5277806284778782, 0.08333333344868118]",8,16
2240,../../../Scenario5/unit1/camera_data/image_BS1_9864_03_41_05.jpg,"[0.2631308881142905, 0.9523809521392712]",26,52
162,../../../Scenario5/unit1/camera_data/image_BS1_621_03_21_17.jpg,"[0.4450647564683627, 0.08982683970949462]",12,23
433,../../../Scenario5/unit1/camera_data/image_BS1_2049_03_24_20.jpg,"[0.14057593235660643, 0.09415584424223021]",27,53
2106,../../../Scenario5/unit1/camera_data/image_BS1_9286_03_39_50.jpg,"[0.49902506106151545, 0.8971861473074871]",17,33
686,../../../Scenario5/unit1/camera_data/image_BS1_2856_03_26_03.jpg,"[0.4737176987394466, 0.7976190475146853]",14,27
944,../../../Scenario5/unit1/camera_data/image_BS1_3920_03_28_19.jpg,"[0.1773362615714031, 0.11147186129659267]",25,49
1222,../../../Scenario5/unit1/camera_data/image_BS1_4827_03_30_15.jpg,"[0.4284600069734587, 0.09956709948520759]",14,26
1521,../../../Scenario5/unit1/camera_data/image_BS1_5960_03_32_40.jpg,"[0.05593070750209441, 0.10064935050304365]",30,59
1460,../../../Scenario5/unit1/camera_data/image_BS1_5896_03_32_32.jpg,"[0.5988998583708581, 0.061688311707786]",4,6
1398,../../../Scenario5/unit1/camera_data/image_BS1_5351_03_31_22.jpg,"[0.48685371810808414, 0.012987013136815386]",9,17
847,../../../Scenario5/unit1/camera_data/image_BS1_3635_03_27_43.jpg,"[0.38223763880684847, 0.7597402597372637]",19,37
1234,../../../Scenario5/unit1/camera_data/image_BS1_4840_03_30_17.jpg,"[0.3859731943050062, 0.10173160182847395]",16,31
485,../../../Scenario5/unit1/camera_data/image_BS1_2290_03_24_51.jpg,"[0.5275548531407641, 0.7792207791348925]",12,23
1211,../../../Scenario5/unit1/camera_data/image_BS1_4816_03_30_14.jpg,"[0.46965374274431193, 0.09632034643169944]",11,21
448,../../../Scenario5/unit1/camera_data/image_BS1_2252_03_24_46.jpg,"[0.07945239218839072, 0.866883116808715]",29,60
1136,../../../Scenario5/unit1/camera_data/image_BS1_4607_03_29_47.jpg,"[0.3484329139335884, 0.7954545454790132]",20,39
1248,../../../Scenario5/unit1/camera_data/image_BS1_4854_03_30_19.jpg,"[0.34202910449775803, 0.10281385284631]",19,36
1287,../../../Scenario5/unit1/camera_data/image_BS1_4894_03_30_24.jpg,"[0.12226760535382007, 0.09956709948520759]",28,56
2068,../../../Scenario5/unit1/camera_data/image_BS1_8626_03_38_23.jpg,"[0.20498347734875166, 0.08225108212325087]",25,49
25,../../../Scenario5/unit1/camera_data/image_BS1_284_03_20_34.jpg,"[0.2098889595818412, 0.9047619045861366]",25,49
1715,../../../Scenario5/unit1/camera_data/image_BS1_6821_03_34_31.jpg,"[0.30980480696971285, 0.8073593072903983]",22,43
1981,../../../Scenario5/unit1/camera_data/image_BS1_8097_03_37_15.jpg,"[0.45752344985482574, 0.8138528138588059]",15,29
2067,../../../Scenario5/unit1/camera_data/image_BS1_8625_03_38_23.jpg,"[0.21282403892057303, 0.08225108212325087]",24,46
633,../../../Scenario5/unit1/camera_data/image_BS1_2627_03_25_34.jpg,"[0.06097986494440788, 0.12229437224393883]",30,59
1370,../../../Scenario5/unit1/camera_data/image_BS1_5163_03_30_58.jpg,"[0.7774470967411381, 0.742424242375307]",4,6
937,../../../Scenario5/unit1/camera_data/image_BS1_3913_03_28_18.jpg,"[0.24484308614347663, 0.1071428573790456]",22,44
1105,../../../Scenario5/unit1/camera_data/image_BS1_4575_03_29_43.jpg,"[0.06592639724144252, 0.876623376584428]",30,59
1465,../../../Scenario5/unit1/camera_data/image_BS1_5902_03_32_33.jpg,"[0.5538063668606507, 0.06493506506888841]",6,11
853,../../../Scenario5/unit1/camera_data/image_BS1_3641_03_27_44.jpg,"[0.4426633279317493, 0.7499999998077536]",16,30
1815,../../../Scenario5/unit1/camera_data/image_BS1_7406_03_35_46.jpg,"[0.17002935080170015, 0.8376623374815761]",27,54
577,../../../Scenario5/unit1/camera_data/image_BS1_2571_03_25_27.jpg,"[0.3939163810221064, 0.08874458869165856]",15,29
2163,../../../Scenario5/unit1/camera_data/image_BS1_9486_03_40_16.jpg,"[0.5766917756141335, 0.11363636363985903]",9,17
2231,../../../Scenario5/unit1/camera_data/image_BS1_9855_03_41_03.jpg,"[0.1991954188137621, 0.978354978412902]",28,55
469,../../../Scenario5/unit1/camera_data/image_BS1_2274_03_24_49.jpg,"[0.33825249892107123, 0.8030303030652569]",20,42
803,../../../Scenario5/unit1/camera_data/image_BS1_3397_03_27_12.jpg,"[0.0938404384198503, 0.05519480513937831]",29,58
1691,../../../Scenario5/unit1/camera_data/image_BS1_6560_03_33_57.jpg,"[0.059112087195329004, 0.06277056272562205]",30,62
178,../../../Scenario5/unit1/camera_data/image_BS1_637_03_21_19.jpg,"[0.37285769996834117, 0.09523809526006626]",17,33
401,../../../Scenario5/unit1/camera_data/image_BS1_2017_03_24_16.jpg,"[0.5232240717591541, 0.057359307482644666]",7,14
2025,../../../Scenario5/unit1/camera_data/image_BS1_8582_03_38_18.jpg,"[0.5900946203838304, 0.0790043289159456]",4,7
1484,../../../Scenario5/unit1/camera_data/image_BS1_5921_03_32_35.jpg,"[0.39783666180801713, 0.07359307351917108]",14,27
4,../../../Scenario5/unit1/camera_data/image_BS1_262_03_20_31.jpg,"[0.05387820447984651, 0.9404761903278861]",30,59
1240,../../../Scenario5/unit1/camera_data/image_BS1_4846_03_30_18.jpg,"[0.367705917366165, 0.10281385284631]",17,33
1349,../../../Scenario5/unit1/camera_data/image_BS1_5142_03_30_56.jpg,"[0.5668602861159819, 0.764069263962405]",11,21
590,../../../Scenario5/unit1/camera_data/image_BS1_2584_03_25_28.jpg,"[0.3443484329210651, 0.08982683970949462]",19,34
1551,../../../Scenario5/unit1/camera_data/image_BS1_6247_03_33_17.jpg,"[0.3070955029680951, 0.8571428571867992]",22,43
1266,../../../Scenario5/unit1/camera_data/image_BS1_4872_03_30_21.jpg,"[0.2746659551349084, 0.10389610386414605]",22,43
1453,../../../Scenario5/unit1/camera_data/image_BS1_5889_03_32_31.jpg,"[0.654112189812249, 0.057359307482644666]",2,3
821,../../../Scenario5/unit1/camera_data/image_BS1_3607_03_27_39.jpg,"[0.12130292892402986, 0.8387445884994121]",28,55
2054,../../../Scenario5/unit1/camera_data/image_BS1_8612_03_38_22.jpg,"[0.3198620718049786, 0.07792207789810954]",19,37
1054,../../../Scenario5/unit1/camera_data/image_BS1_4338_03_29_12.jpg,"[0.4202089448059381, 0.0790043289159456]",13,26
928,../../../Scenario5/unit1/camera_data/image_BS1_3904_03_28_17.jpg,"[0.32796945876327527, 0.09848484846737154]",17,34
1207,../../../Scenario5/unit1/camera_data/image_BS1_4812_03_30_13.jpg,"[0.4884751955026603, 0.09523809526006626]",9,17
