index,unit2_pos,unit1_beam_32,unit1_beam_64
504,"[0.6954239587760542, 0.6853035145570459]",7,13
505,"[0.7038113119657147, 0.6845047923327217]",6,12
506,"[0.7121986651553752, 0.682907348224589]",6,10
507,"[0.720736771427931, 0.6821086262272753]",6,11
508,"[0.7290830101280446, 0.6805111820056374]",7,8
509,"[0.7374703633177051, 0.67891373801101]",6,11
510,"[0.7458851261605716, 0.6781150160136963]",6,10
511,"[0.7543272986469063, 0.6765175719055636]",6,10
512,"[0.762796880786447, 0.6749201276839257]",6,10
513,"[0.7712938725791938, 0.674121405686612]",4,4
514,"[0.7798319788420118, 0.6733226838028036]",5,8
515,"[0.7884523140644479, 0.6717252395811657]",5,9
516,"[0.7969218962039887, 0.670926517583852]",5,8
517,"[0.8054051831701324, 0.6701277955865382]",5,9
518,"[0.8139295846160852, 0.6685303514784057]",5,9
519,"[0.8224813957055063, 0.6677316294810919]",4,7
520,"[0.8310606164481333, 0.6669329072567678]",5,8
521,"[0.8396809516705694, 0.666134185259454]",4,7
522,"[0.8483286965364737, 0.6653354632621403]",4,8
523,"[0.8569353269323068, 0.6637380192675129]",4,6
524,"[0.8654734332048627, 0.6637380192675129]",3,5
525,"[0.8740389491208866, 0.662939297156694]",3,6
526,"[0.8826455795167197, 0.6621405751593803]",4,4
527,"[0.8912933243826241, 0.6613418531620665]",3,5
528,"[0.8999821837283374, 0.6605431309377424]",2,4
529,"[0.9087121575538598, 0.6589456868296097]",3,6
530,"[0.9174695410325883, 0.6581469648322961]",3,4
531,"[0.9260624666018183, 0.6565495208376686]",3,5
532,"[0.9348061452539438, 0.6565495208376686]",2,4
533,"[0.8499732755925061, 0.0]",2,4
534,"[0.8411062535204292, 0.0007987221108189395]",3,6
535,"[0.8321844121322024, 0.0007987221108189395]",3,4
536,"[0.8231803418038331, 0.0007987221108189395]",3,5
537,"[0.81528636233293, 0.0015974441081326495]",4,7
538,"[0.8073375635556147, 0.0015974441081326495]",4,7
539,"[0.7993476503082282, 0.0015974441081326495]",3,6
540,"[0.7913029177641675, 0.0015974441081326495]",4,6
541,"[0.7832170707305599, 0.0023961663324568185]",4,8
542,"[0.775076404410016, 0.0023961663324568185]",4,6
543,"[0.7668809187733221, 0.0031948883297705285]",4,8
544,"[0.7586717283197629, 0.0031948883297705285]",3,10
545,"[0.7504077185597918, 0.003993610327084239]",5,8
546,"[0.7421985281062328, 0.004792332210892719]",5,9
547,"[0.7340304521227449, 0.004792332210892719]",5,10
548,"[0.725917195445669, 0.005591054208206429]",6,11
549,"[0.7178450532484023, 0.005591054208206429]",5,10
550,"[0.7098140255212068, 0.005591054208206429]",6,11
551,"[0.7018241122738204, 0.005591054208206429]",6,10
552,"[0.6857346471759611, 0.007188498429844308]",7,10
553,"[0.6777995532252489, 0.007987220427158019]",6,11
554,"[0.6698781641011397, 0.008785942537976958]",6,11
555,"[0.6620115942834425, 0.008785942537976958]",7,13
556,"[0.6541587292923484, 0.008785942537976958]",6,11
557,"[0.6463332739447224, 0.009584664535290667]",7,13
558,"[0.6385489330866434, 0.009584664535290667]",7,14
559,"[0.6308331163421037, 0.010383386759614836]",7,13
560,"[0.62306248030089, 0.011182108756928547]",8,14
561,"[0.6153329587394851, 0.011980830754242257]",8,14
562,"[0.6076445516481515, 0.012779552751555966]",8,15
563,"[0.5999698493834209, 0.013578274748869678]",9,17
564,"[0.5923499664251024, 0.014376996859688617]",8,15
565,"[0.58475749311999, 0.015974440854316038]",9,16
566,"[0.5772061342849487, 0.016773163078640206]",9,17
567,"[0.5698055285328029, 0.017571885075953916]",9,17
568,"[0.5623638083008479, 0.018370607073267625]",10,18
569,"[0.554935792895496, 0.019968051181400274]",10,19
570,"[0.54753518714335, 0.020766773178713987]",10,19
571,"[0.5401482862178072, 0.022364217286846635]",10,20
572,"[0.5327750901091295, 0.023162939284160345]",11,21
573,"[0.5254155988367927, 0.024760383505798223]",11,20
574,"[0.518083517207924, 0.025559105503111933]",11,22
575,"[0.5106280921591039, 0.027156549497739355]",11,21
576,"[0.5033097153568383, 0.028753993605872004]",12,23
577,"[0.49597763372796966, 0.029552715603185713]",12,22
578,"[0.488631847272498, 0.03115015982482359]",12,24
579,"[0.48127235600016116, 0.0319488818221373]",13,25
580,"[0.47391286471808647, 0.03354632593026995]",12,26
581,"[0.46653966861914664, 0.034345047927583666]",13,26
582,"[0.45915276769360375, 0.03514376992489737]",14,26
583,"[0.4519303246678214, 0.036741214033030024]",14,28
584,"[0.44459824304869067, 0.03753993603034373]",14,28
585,"[0.437279866246425, 0.03913738025198161]",15,28
586,"[0.4299477846175564, 0.03993610224929532]",15,29
587,"[0.42262940781529074, 0.041533546357427974]",15,30
588,"[0.41529732619615994, 0.04233226835474168]",15,30
589,"[0.40797894939389434, 0.0439297123493691]",16,32
590,"[0.40066057259162874, 0.04472843457369327]",16,32
591,"[0.39321885235967374, 0.04552715657100698]",17,32
592,"[0.38590047555740814, 0.04712460067913963]",17,33
593,"[0.37856839393827735, 0.04792332267645334]",17,32
594,"[0.3712226074828057, 0.04952076689809122]",18,35
595,"[0.36387682102733404, 0.050319488895404926]",18,35
596,"[0.35650362492839416, 0.051118210779213406]",19,36
597,"[0.34913042882945433, 0.05271565500085129]",19,36
598,"[0.3417435279039115, 0.053514376998165]",19,38
599,"[0.33431551249855956, 0.05511182110629765]",19,38
600,"[0.32691490674641366, 0.055910543103611356]",20,39
601,"[0.31950059616766474, 0.05670926532793553]",20,39
602,"[0.3120862855889158, 0.05750798732524924]",21,40
603,"[0.3046582701835639, 0.05830670932256295]",21,42
604,"[0.29721654995160895, 0.059904153317190366]",21,41
605,"[0.289774829719654, 0.060702875428009305]",22,43
606,"[0.2823194046708339, 0.06150159742532302]",23,42
607,"[0.27490509408234715, 0.06230031964964718]",22,46
608,"[0.267422259380321, 0.0630990416469609]",23,45
609,"[0.2599120150250888, 0.0638977636442746]",23,45
610,"[0.2523880658432536, 0.06549520775240726]",24,46
611,"[0.24485041183481535, 0.06629392974972097]",24,47
612,"[0.2372990529997741, 0.06709265174703467]",25,49
613,"[0.22973398933812983, 0.06789137374434838]",24,47
614,"[0.22214151603301738, 0.06869009585516733]",25,50
615,"[0.2145901571979761, 0.06948881785248104]",26,51
616,"[0.20703879836293487, 0.07108626207411892]",26,51
617,"[0.19946002987468758, 0.07188498407143262]",26,52
618,"[0.19184014691636908, 0.07268370606874633]",26,54
619,"[0.18420655913144757, 0.07428115017687899]",27,53
620,"[0.176531856866717, 0.0750798721741927]",27,54
621,"[0.16882974495851824, 0.0758785941715064]",27,54
622,"[0.16110022338737556, 0.07667731639583057]",27,53
623,"[0.1532062439164724, 0.07747603839314428]",28,56
624,"[0.1454356078849964, 0.07827476050396322]",29,57
625,"[0.1376375621905765, 0.07907348250127694]",29,57
626,"[0.12982581166955356, 0.07987220449859064]",29,58
627,"[0.12197294666872158, 0.08067092649590435]",30,59
628,"[0.1141063768607623, 0.08067092649590435]",30,58
629,"[0.10622610221646213, 0.08146964849321807]",30,59
630,"[0.0983047130923529, 0.08226837060403701]",30,59
631,"[0.016815820849392166, 0.7148562300467263]",31,60
632,"[0.025408746418622237, 0.7140575080494126]",30,59
633,"[0.0341661298973507, 0.7164536741548589]",30,59
634,"[0.04278646511978681, 0.7148562300467263]",29,57
635,"[0.05147532446550016, 0.7132587860520989]",29,57
636,"[0.06023270793449075, 0.7124600638277747]",29,57
637,"[0.0690449107196313, 0.711661341830461]",29,57
638,"[0.07793934244491424, 0.711661341830461]",28,56
639,"[0.08690229830321228, 0.711661341830461]",28,55
640,"[0.09592007345818454, 0.711661341830461]",28,54
641,"[0.10493784862289467, 0.7108626198331474]",27,53
642,"[0.11390080447145486, 0.7108626198331474]",27,53
643,"[0.12283635068628472, 0.7108626198331474]",26,51
644,"[0.13173078241156766, 0.7108626198331474]",26,51
645,"[0.1405840996667794, 0.7100638978358336]",26,51
646,"[0.1494100072687851, 0.7084664537277009]",26,50
647,"[0.15820850521758476, 0.7076677317303872]",25,50
648,"[0.1669521838697102, 0.7060702875087493]",25,48
649,"[0.1756684528686296, 0.7052715656249409]",26,50
650,"[0.18452177011410345, 0.7044728434006167]",25,48
651,"[0.19338879219591823, 0.703674121403303]",24,48
652,"[0.20228322392120116, 0.7028753994059893]",24,48
653,"[0.21117765565622196, 0.7020766774086756]",23,46
654,"[0.22008579220810792, 0.7012779554113618]",24,46
655,"[0.2290076335865969, 0.700479233300543]",23,45
656,"[0.23795688461829193, 0.6996805113032292]",23,45
657,"[0.2470431839062793, 0.6996805113032292]",21,42
658,"[0.2559924349379743, 0.6988817890789051]",22,42
659,"[0.2649279811430663, 0.6980830670815913]",21,41
660,"[0.27386352734815833, 0.6972843450842776]",20,39
661,"[0.2827853687266473, 0.6972843450842776]",20,39
662,"[0.29169350528827115, 0.6964856229734587]",20,39
663,"[0.3006016418401571, 0.6964856229734587]",20,38
664,"[0.3094823687485749, 0.6956869009761449]",20,38
665,"[0.31852755355675316, 0.6956869009761449]",19,37
666,"[0.32865541957892935, 0.6948881789788313]",19,37
667,"[0.33879699042770856, 0.6940894569815176]",18,36
668,"[0.34897967574655897, 0.6932907349842039]",18,34
669,"[0.3591897707186154, 0.6924920127598797]",17,34
670,"[0.3694272753438779, 0.6924920127598797]",17,33
671,"[0.37969218962234647, 0.691693290762566]",17,32
672,"[0.3898474652977287, 0.6924920127598797]",17,32
673,"[0.39885153562609793, 0.691693290762566]",16,32
674,"[0.407841901137602, 0.691693290762566]",15,30
675,"[0.41684597146597124, 0.690894568651747]",15,29
676,"[0.4258637466306814, 0.690894568651747]",15,28
677,"[0.43488152178565365, 0.6900958466544334]",15,28
678,"[0.4438992969503638, 0.6892971246571196]",14,27
679,"[0.45291707210533605, 0.6884984024327955]",14,27
680,"[0.46203078103679157, 0.687699680548987]",14,26
681,"[0.47107596585470773, 0.6869009585516732]",13,26
682,"[0.4801348554894891, 0.6861022365543595]",13,24
683,"[0.4892211547677386, 0.6853035145570459]",12,23
684,"[0.49830745405572596, 0.6845047923327217]",12,24
685,"[0.5074348678235223, 0.6845047923327217]",12,22
686,"[0.5165622815815809, 0.683706070335408]",12,22
687,"[0.5257171050025834, 0.682907348224589]",11,22
688,"[0.534803404280833, 0.6821086262272753]",11,20
689,"[0.5440404566517156, 0.6813099042299616]",11,20
690,"[0.5532775090128605, 0.6805111820056374]",10,20
691,"[0.5625145613837432, 0.6797124600083237]",10,19
692,"[0.5717379089182851, 0.67891373801101]",10,19
693,"[0.5809749612891678, 0.6781150160136963]",9,18
694,"[0.5901983088237097, 0.6773162940163826]",9,17
695,"[0.5994216563679894, 0.6765175719055636]",9,17
696,"[0.6086450039122692, 0.6765175719055636]",9,17
697,"[0.6179642852330322, 0.6757188499082499]",9,16
698,"[0.6272835665440573, 0.6749201276839257]",8,15
699,"[0.6366165526914233, 0.674121405686612]",8,15
700,"[0.6459495388387893, 0.6733226838028036]",8,14
701,"[0.6552962298030205, 0.6733226838028036]",8,14
702,"[0.6646429207769895, 0.6725239618054899]",7,14
703,"[0.6739896117509585, 0.6717252395811657]",7,14
704,"[0.6832951882353806, 0.6717252395811657]",7,14
705,"[0.692751517812436, 0.670926517583852]",7,12
706,"[0.7022215522160944, 0.6701277955865382]",6,11
707,"[0.7117052914366179, 0.6693290735892246]",6,11
708,"[0.7212027354837445, 0.6685303514784057]",7,12
709,"[0.7307001795406088, 0.6677316294810919]",6,10
710,"[0.7402113284143383, 0.6669329072567678]",6,10
711,"[0.749722477288068, 0.6669329072567678]",6,11
712,"[0.7591376923853143, 0.666134185259454]",6,11
713,"[0.7686899557388529, 0.6653354632621403]",6,11
714,"[0.7782696287358597, 0.6645367412648266]",5,9
715,"[0.7878355969160014, 0.662939297156694]",5,9
716,"[0.797415269922746, 0.6621405751593803]",5,9
717,"[0.8070086477463558, 0.6613418531620665]",5,9
718,"[0.8165883207531005, 0.6605431309377424]",5,8
719,"[0.8261954034033133, 0.659744409053934]",4,8
720,"[0.8359258294929534, 0.6581469648322961]",4,7
721,"[0.8469856236462321, 0.6573482428349823]",5,8
722,"[0.8580591226261137, 0.6565495208376686]",4,7
723,"[0.8691600312494636, 0.6557507988403549]",4,6
724,"[0.8802883495357575, 0.6549520767295359]",4,7
725,"[0.8914303726389164, 0.6533546327349086]",3,6
726,"[0.9025861005686784, 0.6517571885132707]",4,6
727,"[0.9137829429782495, 0.650159744405138]",3,4
728,"[0.9235955980177697, 0.6485623004105106]",4,6
729,"[0.9334219578741552, 0.6469648561888727]",3,4
730,"[0.8388586621425532, 0.0750798721741927]",3,5
731,"[0.8303753751764095, 0.0758785941715064]",4,7
732,"[0.8219057930368687, 0.07667731639583057]",4,7
733,"[0.813449915723931, 0.07667731639583057]",3,6
734,"[0.8049118094513752, 0.07667731639583057]",4,6
735,"[0.7964285224852313, 0.07747603839314428]",4,8
736,"[0.7879452355190876, 0.07827476050396322]",4,8
737,"[0.7794893582061498, 0.07907348250127694]",4,8
738,"[0.7710471857198152, 0.07907348250127694]",5,9
739,"[0.7626187180503456, 0.07987220449859064]",5,9
740,"[0.7541902503906139, 0.08067092649590435]",5,8
741,"[0.737429248837896, 0.08146964849321807]",5,9
742,"[0.7289870763515613, 0.08226837060403701]",5,10
743,"[0.7205449038652266, 0.08306709260135071]",6,10
744,"[0.71213014102236, 0.08386581459866442]",6,11
745,"[0.7037290830158345, 0.08386581459866442]",6,11
746,"[0.6953417298261739, 0.08466453682298859]",6,11
747,"[0.6869543766365135, 0.0854632588203023]",6,11
748,"[0.6785944331000591, 0.0854632588203023]",6,12
749,"[0.6701522606137243, 0.08706070292843496]",6,11
750,"[0.6617512025974608, 0.08706070292843496]",7,12
751,"[0.6533638494175382, 0.08785942492574866]",7,13
752,"[0.6449627914012747, 0.08865814692306237]",7,12
753,"[0.6365617333947491, 0.08865814692306237]",8,14
754,"[0.6281743802050885, 0.08945686892037608]",8,14
755,"[0.6197733221888251, 0.09025559114470025]",8,16
756,"[0.6113722641822994, 0.09105431314201395]",9,17
757,"[0.602998615819242, 0.09185303513932767]",9,16
758,"[0.5945975578029784, 0.09185303513932767]",9,17
759,"[0.586210204613318, 0.09265175725014661]",9,17
760,"[0.5778091466067923, 0.09345047924746032]",9,17
761,"[0.5694080885905288, 0.09424920147178449]",10,20
762,"[0.5610207354008684, 0.0950479234690982]",10,19
763,"[0.5526196773943427, 0.0958466454664119]",10,20
764,"[0.5442186193780792, 0.09664536735022039]",11,20
765,"[0.5358997903214339, 0.09664536735022039]",11,21
766,"[0.5263886414477043, 0.0974440893475341]",12,23
767,"[0.5168637877473716, 0.09904153356917197]",11,21
768,"[0.5073252292204361, 0.0998402555664857]",12,23
769,"[0.49775926104029444, 0.10063897767730463]",12,23
770,"[0.48816588320694676, 0.10063897767730463]",13,24
771,"[0.4785588005567339, 0.10143769967461834]",13,25
772,"[0.46889689860010897, 0.10303514389625622]",14,26
773,"[0.46046843094037726, 0.10383386589356992]",14,27
774,"[0.4520262584443047, 0.10463258789088364]",14,28
775,"[0.44358408595797, 0.10543130988819735]",15,28
776,"[0.43512820864503227, 0.10623003199901629]",15,29
777,"[0.4266586265054915, 0.1078274759936437]",15,29
778,"[0.4181890443659508, 0.10862619821796787]",16,30
779,"[0.409705757399807, 0.1094249202152816]",16,32
780,"[0.4010854221773709, 0.11102236432341424]",17,33
781,"[0.392588430394362, 0.11261980831804165]",17,32
782,"[0.3840777337750122, 0.11341853031535537]",17,32
783,"[0.37555333232905935, 0.11501597442348802]",17,34
784,"[0.36700152123963836, 0.11581469642080172]",18,35
785,"[0.3584360053236143, 0.1174121406424396]",18,36
786,"[0.3498567845809873, 0.11821086263975332]",19,37
787,"[0.3412501541851542, 0.11900958475057226]",19,38
788,"[0.3327531623826695, 0.12060702874519967]",20,39
789,"[0.324050598220091, 0.12140575074251339]",20,39
790,"[0.3153617388743777, 0.12300319496415127]",20,40
791,"[0.3067002891721325, 0.12380191696146498]",20,39
792,"[0.2980525443062282, 0.12539936106959762]",22,42
793,"[0.28941850425718907, 0.12619808306691133]",22,42
794,"[0.28079816903475296, 0.12779552717504397]",23,45
795,"[0.27219153863891987, 0.1285942491723577]",24,46
796,"[0.26372195649937913, 0.1309904153913093]",23,46
797,"[0.2550605068068718, 0.131789137388623]",24,47
798,"[0.24644017158443568, 0.13258785949944193]",25,48
799,"[0.2378335411886026, 0.13338658149675564]",25,48
800,"[0.22926802527257858, 0.13418530349406935]",24,47
801,"[0.22072991900976058, 0.13578274748869676]",26,50
802,"[0.2122329272170138, 0.13738019171033466]",26,52
803,"[0.20376334507747304, 0.1389776358184673]",26,52
804,"[0.1949785519552764, 0.1389776358184673]",26,51
805,"[0.18641303602951453, 0.1405750800401052]",26,51
806,"[0.1778475201134905, 0.1413738020374189]",27,54
807,"[0.16928200419746647, 0.14297124591854107]",28,55
808,"[0.16071648828144244, 0.14376996791585478]",28,55
809,"[0.15215097235568054, 0.14456869014017895]",28,56
810,"[0.14358545643965653, 0.14536741213749266]",29,57
811,"[0.1350199405236325, 0.1461661342483116]",29,58
812,"[0.12645442460760847, 0.14696485624562533]",29,57
813,"[0.11787520386498142, 0.14776357824293904]",30,59
814,"[0.10929598312235436, 0.14776357824293904]",30,59
815,"[0.1007030575531243, 0.1485623004672632]",30,59
816,"[0.09211013198389423, 0.15015974446189062]",30,60
817,"[0.012635849086033877, 0.666134185259454]",30,59
818,"[0.026436608335945896, 0.6653354632621403]",30,59
819,"[0.04047034960889568, 0.6645367412648266]",29,57
820,"[0.054750777750961974, 0.6637380192675129]",29,57
821,"[0.06927789275240692, 0.662939297156694]",28,55
822,"[0.08405169460349265, 0.6613418531620665]",28,55
823,"[0.09905847849709187, 0.6605431309377424]",26,51
824,"[0.11418860581064257, 0.6581469648322961]",26,51
825,"[0.12971617306646727, 0.6581469648322961]",26,51
826,"[0.14535337892537825, 0.6573482428349823]",26,48
827,"[0.1611276330405816, 0.6573482428349823]",25,49
828,"[0.17702523058547429, 0.6565495208376686]",24,47
829,"[0.1930598763866593, 0.6565495208376686]",22,46
830,"[0.20920416079093063, 0.6557507988403549]",22,43
831,"[0.22548549344175645, 0.6557507988403549]",22,42
832,"[0.24183535022559735, 0.6541533547322222]",21,42
833,"[0.26069319007329594, 0.6541533547322222]",20,39
834,"[0.27966066852408084, 0.6533546327349086]",19,38
835,"[0.29875149040455506, 0.6533546327349086]",19,36
836,"[0.31796565571471863, 0.6525559105105844]",18,35
837,"[0.33730316444483366, 0.6525559105105844]",17,32
838,"[0.35675031178777283, 0.6517571885132707]",17,33
839,"[0.37652637493997093, 0.6517571885132707]",15,29
840,"[0.3937259309050341, 0.650159744405138]",15,29
841,"[0.41102142064658054, 0.6493610224078243]",14,28
842,"[0.4284128441646103, 0.6477635784131969]",14,27
843,"[0.4459139062857263, 0.6469648561888727]",13,26
844,"[0.46352460701966647, 0.6453674123077505]",12,24
845,"[0.48121753669374906, 0.6437699680861126]",12,23
846,"[0.49902010498065585, 0.6429712458617884]",11,20
847,"[0.516973426350458, 0.6413738019806663]",11,20
848,"[0.534871928413848, 0.6397763579860388]",10,20
849,"[0.5528800690803244, 0.6389776357617147]",9,17
850,"[0.570984143523284, 0.6373801917670873]",9,17
851,"[0.5891841517427269, 0.6357827476589546]",8,15
852,"[0.607493798574994, 0.6341853034373167]",8,14
853,"[0.6258993791740065, 0.6325878594426894]",8,12
854,"[0.6444145983858431, 0.630191693337243]",7,14
855,"[0.6630531610176313, 0.6285942491156051]",6,11
856,"[0.6817054284857603, 0.6269968052344829]",7,13
857,"[0.7004536297206347, 0.625399361012845]",6,11
858,"[0.7192977647514682, 0.6238019170182176]",6,11
859,"[0.738224128722444, 0.622204472910085]",6,12
860,"[0.7572464264699031, 0.6198083066911334]",5,9
861,"[0.7763509531769804, 0.6182108626965059]",5,8
862,"[0.7955514136605409, 0.6158146965910596]",4,7
863,"[0.8148341030939817, 0.6142172523694217]",5,8
864,"[0.8369262817473331, 0.612619808261289]",4,7
865,"[0.8591280990037707, 0.6110223642666616]",3,4
866,"[0.8814258500464296, 0.6094249202720342]",2,3
867,"[0.9038332396824368, 0.6078274761639015]",2,3
868,"[0.8818095851621005, 0.05271565500085129]",2,3
869,"[0.8641988844281604, 0.05191693277652712]",4,7
870,"[0.8466292981837671, 0.051118210779213406]",4,7
871,"[0.829100826409445, 0.050319488895404926]",4,6
872,"[0.8116545835850032, 0.04952076689809122]",4,8
873,"[0.7941809311073553, 0.04872204490077751]",5,9
874,"[0.7767620979361196, 0.04792332267645334]",5,10
875,"[0.759411788897899, 0.04712460067913963]",6,11
876,"[0.7421162991563525, 0.04632587868182592]",5,10
877,"[0.7248893335380833, 0.04472843457369327]",6,10
878,"[0.7077308920528291, 0.0439297123493691]",7,12
879,"[0.6906272698642493, 0.04233226835474168]",7,13
880,"[0.6733454849493059, 0.04313099035205539]",7,12
881,"[0.6563652061904153, 0.0439297123493691]",9,14
882,"[0.6394260419113338, 0.04472843457369327]",8,15
883,"[0.6225279921120614, 0.04552715657100698]",8,16
884,"[0.6056710567828602, 0.04792332267645334]",10,20
885,"[0.588855235933468, 0.04952076689809122]",10,20
886,"[0.572080529554147, 0.05191693277652712]",11,21
887,"[0.555346937664373, 0.05511182110629765]",11,21
888,"[0.5388052133178277, 0.05750798732524924]",12,23
889,"[0.5221264407247278, 0.059904153317190366]",13,24
890,"[0.5055436019081113, 0.06230031964964718]",14,26
891,"[0.4890841065211841, 0.06469648575509354]",14,27
892,"[0.47272054491074017, 0.06789137374434838]",15,29
893,"[0.45646662190338255, 0.07108626207411892]",15,30
894,"[0.4403086326725082, 0.07348242817956527]",16,31
895,"[0.42426028204472016, 0.07667731639583057]",17,34
896,"[0.40849973275611984, 0.07907348250127694]",18,35
897,"[0.3906834596523479, 0.08306709260135071]",19,37
898,"[0.37310016857161377, 0.08706070292843496]",19,38
899,"[0.35574985953339305, 0.09025559114470025]",20,39
900,"[0.33861882769160717, 0.09424920147178449]",21,41
901,"[0.32173448271893773, 0.09824281157185827]",22,42
902,"[0.30505571011610005, 0.10223642189894251]",23,42
903,"[0.28836323269639724, 0.10623003199901629]",23,45
904,"[0.27395946113437947, 0.10862619821796787]",24,46
905,"[0.25955568956262387, 0.11182108632072794]",25,48
906,"[0.24516562281747126, 0.11501597442348802]",26,51
907,"[0.23078926090865953, 0.11821086263975332]",25,52
908,"[0.21642660380697512, 0.12140575074251339]",26,51
909,"[0.20206394671502856, 0.12539936106959762]",26,51
910,"[0.187714994449685, 0.1285942491723577]",27,53
911,"[0.1736675483501322, 0.1309904153913093]",28,55
912,"[0.15938712020806592, 0.13338658149675564]",29,57
913,"[0.14513410171920565, 0.13578274748869676]",29,58
914,"[0.13090849288355144, 0.1381789138211536]",30,59
915,"[0.11671029370110328, 0.1405750800401052]",30,60
