index,unit2_pos,unit1_beam_32,unit1_beam_64
559,"[0.6308331163421037, 0.010383386759614836]",7,13
433,"[0.10998122439407823, 0.7404153355498383]",28,54
545,"[0.7504077185597918, 0.003993610327084239]",5,8
685,"[0.5074348678235223, 0.6845047923327217]",12,22
31,"[0.6326695629608406, 0.06230031964964718]",7,14
591,"[0.39321885235967374, 0.04552715657100698]",17,32
623,"[0.1532062439164724, 0.07747603839314428]",28,56
507,"[0.720736771427931, 0.6821086262272753]",6,11
508,"[0.7290830101280446, 0.6805111820056374]",7,8
446,"[0.21882494826774648, 0.728434504795596]",23,45
273,"[0.8821247961447565, 0.9073482428633586]",4,8
803,"[0.20376334507747304, 0.1389776358184673]",26,52
378,"[0.6686995491106584, 0.3809904153061804]",8,15
499,"[0.6535968314503138, 0.6924920127598797]",8,14
748,"[0.6785944331000591, 0.0854632588203023]",6,12
652,"[0.20228322392120116, 0.7028753994059893]",24,48
98,"[0.43711540833692664, 0.6749201276839257]",14,27
129,"[0.6899420285925254, 0.6557507988403549]",7,12
380,"[0.6437978812373966, 0.3817891374169993]",9,17
204,"[0.3298340345694105, 0.967252396180549]",19,37
344,"[0.8115038305021078, 0.9424920126747508]",5,10
659,"[0.2649279811430663, 0.6980830670815913]",21,41
736,"[0.7879452355190876, 0.07827476050396322]",4,8
519,"[0.8224813957055063, 0.6677316294810919]",4,7
836,"[0.31796565571471863, 0.6525559105105844]",18,35
489,"[0.5654473940333431, 0.7060702875087493]",10,19
238,"[0.5913632189973257, 0.939297124685496]",10,19
401,"[0.3675360094284668, 0.39696485616049637]",19,36
233,"[0.5521948277988626, 0.9432907348990749]",11,21
443,"[0.19563638357379423, 0.7300319489037287]",24,48
99,"[0.4450642071142419, 0.674121405686612]",14,27
801,"[0.22072991900976058, 0.13578274748869676]",26,50
896,"[0.40849973275611984, 0.07907348250127694]",18,35
512,"[0.762796880786447, 0.6749201276839257]",6,10
561,"[0.6153329587394851, 0.011980830754242257]",8,14
218,"[0.43610125125594384, 0.9552715656533172]",15,28
361,"[0.8790549152388643, 0.3722044727682034]",4,7
691,"[0.5625145613837432, 0.6797124600083237]",10,19
879,"[0.6906272698642493, 0.04233226835474168]",7,13
226,"[0.49770444173388234, 0.9488817891072814]",13,25
19,"[0.7192977647514682, 0.04952076689809122]",5,9
169,"[0.06723587375410049, 0.9944089457917936]",29,57
293,"[0.5293214740973041, 0.1405750800401052]",11,21
556,"[0.6541587292923484, 0.008785942537976958]",6,11
398,"[0.4053887373801564, 0.3945686901685553]",17,34
541,"[0.7832170707305599, 0.0023961663324568185]",4,8
